date,original,mis_1,mis_2,mis_3
2019-08-01 06:00:00,24.041666666666668,24.041666666666668,,24.041666666666668
2019-08-01 08:00:00,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002
2019-08-01 10:00:00,29.758333333333336,29.758333333333336,29.758333333333336,29.758333333333336
2019-08-01 12:00:00,30.933333333333334,30.933333333333334,30.933333333333334,30.933333333333334
2019-08-01 14:00:00,29.333333333333332,29.333333333333332,,29.333333333333332
2019-08-01 16:00:00,26.741666666666664,26.741666666666664,,26.741666666666664
2019-08-01 18:00:00,23.46666666666667,23.46666666666667,,23.46666666666667
2019-08-01 20:00:00,21.0,21.0,,21.0
2019-08-01 22:00:00,19.825,19.825,,19.825
2019-08-02 00:00:00,19.208333333333332,19.208333333333332,,19.208333333333332
2019-08-02 02:00:00,19.275000000000002,19.275000000000002,19.275000000000002,19.275000000000002
2019-08-02 04:00:00,19.658333333333335,19.658333333333335,19.658333333333335,19.658333333333335
2019-08-02 06:00:00,20.483333333333334,20.483333333333334,20.483333333333334,20.483333333333334
2019-08-02 08:00:00,22.95,22.95,,22.95
2019-08-02 10:00:00,26.15833333333333,26.15833333333333,,26.15833333333333
2019-08-02 12:00:00,27.683333333333334,27.683333333333334,,27.683333333333334
2019-08-02 14:00:00,27.333333333333332,27.333333333333332,,27.333333333333332
2019-08-02 16:00:00,24.633333333333336,24.633333333333336,24.633333333333336,24.633333333333336
2019-08-02 18:00:00,22.05,22.05,22.05,22.05
2019-08-02 20:00:00,20.8,20.8,,20.8
2019-08-02 22:00:00,20.099999999999998,20.099999999999998,,20.099999999999998
2019-08-03 00:00:00,19.575,19.575,,19.575
2019-08-03 02:00:00,19.099999999999998,19.099999999999998,,19.099999999999998
2019-08-03 04:00:00,19.05,19.05,,19.05
2019-08-03 06:00:00,20.083333333333332,20.083333333333332,,20.083333333333332
2019-08-03 08:00:00,23.316666666666666,23.316666666666666,,23.316666666666666
2019-08-03 10:00:00,25.683333333333334,25.683333333333334,25.683333333333334,25.683333333333334
2019-08-03 12:00:00,27.508333333333336,,27.508333333333336,27.508333333333336
2019-08-03 14:00:00,27.21666666666667,27.21666666666667,27.21666666666667,27.21666666666667
2019-08-03 16:00:00,25.75,25.75,25.75,25.75
2019-08-03 18:00:00,23.208333333333332,23.208333333333332,23.208333333333332,23.208333333333332
2019-08-03 20:00:00,21.71666666666667,21.71666666666667,21.71666666666667,21.71666666666667
2019-08-03 22:00:00,21.916666666666668,,21.916666666666668,21.916666666666668
2019-08-04 00:00:00,21.84166666666667,21.84166666666667,21.84166666666667,21.84166666666667
2019-08-04 02:00:00,20.383333333333333,20.383333333333333,20.383333333333333,20.383333333333333
2019-08-04 04:00:00,19.14166666666667,19.14166666666667,19.14166666666667,19.14166666666667
2019-08-04 06:00:00,20.708333333333332,20.708333333333332,20.708333333333332,20.708333333333332
2019-08-04 08:00:00,24.433333333333334,24.433333333333334,,24.433333333333334
2019-08-04 10:00:00,27.883333333333336,27.883333333333336,27.883333333333336,27.883333333333336
2019-08-04 12:00:00,29.775000000000002,29.775000000000002,29.775000000000002,29.775000000000002
2019-08-04 14:00:00,29.208333333333332,29.208333333333332,29.208333333333332,29.208333333333332
2019-08-04 16:00:00,27.21666666666667,27.21666666666667,27.21666666666667,27.21666666666667
2019-08-04 18:00:00,24.474999999999998,24.474999999999998,24.474999999999998,24.474999999999998
2019-08-04 20:00:00,22.34166666666667,22.34166666666667,22.34166666666667,22.34166666666667
