date,location_key,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2022-05-06,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1813.0,3.0,35647.0,4092784.0,10813.0,50434173.0,19.0,6710601.0,59.0,6140724.0,293.0,18148509.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-2.0,17.0,46.0,-22.0,-14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,17.269841,13.912698,22.18254,0.145143,,9.793651,62.717348
2022-05-07,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2603.0,4.0,65146.0,4095387.0,10817.0,50499319.0,0.0,6710601.0,6.0,6140730.0,55.0,18148564.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-14.0,2.0,28.0,-26.0,-6.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,18.9375,12.881944,25.180556,0.127,,8.198413,53.998237
2022-05-08,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2786.0,2.0,71237.0,4098173.0,10819.0,50570556.0,118.0,6710719.0,207.0,6140937.0,1052.0,18149616.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,17.0,18.0,-16.0,-6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,19.269841,11.722222,26.444444,0.0,,5.185185,44.04262
2022-05-09,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2254.0,5.0,60968.0,4100427.0,10824.0,50631524.0,59.0,6710778.0,162.0,6141099.0,975.0,18150591.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,14.0,15.0,-16.0,-6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,23.587302,15.769841,31.857143,0.0,,5.287037,32.830175
2022-05-10,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2093.0,1.0,53294.0,4102520.0,10825.0,50684818.0,131.0,6710909.0,168.0,6141267.0,1067.0,18151658.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-4.0,16.0,17.0,-13.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,21.587302,16.587302,27.452381,0.0,,8.611111,44.632798
2022-05-11,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2043.0,2.0,36138.0,4104563.0,10827.0,50720956.0,58.0,6710967.0,116.0,6141383.0,816.0,18152474.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-4.0,14.0,21.0,-13.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,22.291667,15.645833,28.375,0.0,,7.253968,42.3808
2022-05-12,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2044.0,3.0,55751.0,4106607.0,10830.0,50776707.0,118.0,6711085.0,200.0,6141583.0,1256.0,18153730.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-5.0,12.0,26.0,-15.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,21.972222,16.284722,27.784722,0.0,,8.571429,46.532095
2022-05-13,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1485.0,3.0,24482.0,4108092.0,10833.0,50801189.0,11.0,6711096.0,42.0,6141625.0,233.0,18153963.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,0.0,14.0,66.0,-15.0,-5.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,23.936508,15.484127,31.412698,0.0,,7.462963,39.17774
2022-05-14,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2405.0,8.0,51034.0,4110497.0,10841.0,50852223.0,6.0,6711102.0,12.0,6141637.0,50.0,18154013.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-17.0,2.0,15.0,-27.0,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,29.404762,21.02381,37.896825,0.0,,7.37963,28.322241
2022-05-15,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2528.0,1.0,61034.0,4113025.0,10842.0,50913257.0,89.0,6711191.0,175.0,6141812.0,1170.0,18155183.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-7.0,13.0,22.0,-15.0,-7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,21.62963,15.37037,28.37963,0.0,,11.37037,53.661943
2022-05-16,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2311.0,1.0,54932.0,4115336.0,10843.0,50968189.0,68.0,6711259.0,142.0,6141954.0,947.0,18156130.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-6.0,13.0,15.0,-15.0,-7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,21.150794,14.134921,27.373016,0.0,,9.851852,53.872908
2022-05-17,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2181.0,2.0,50490.0,4117517.0,10845.0,51018679.0,73.0,6711332.0,155.0,6142109.0,1109.0,18157239.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-6.0,13.0,20.0,-14.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,22.333333,16.888889,28.769841,0.0,,11.801587,52.670292
2022-05-18,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1959.0,4.0,48380.0,4119476.0,10849.0,51067059.0,43.0,6711375.0,98.0,6142207.0,755.0,18157994.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-5.0,14.0,42.0,-8.0,-7.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,23.0,15.214286,29.634921,0.0,,10.539683,47.522557
2022-05-19,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2164.0,3.0,41110.0,4121640.0,10852.0,51108169.0,64.0,6711439.0,170.0,6142377.0,944.0,18158938.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-2.0,9.0,43.0,-16.0,-25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,23.246032,16.198413,30.103175,0.0,,10.253968,45.60285
2022-05-20,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1249.0,4.0,12670.0,4122889.0,10856.0,51120839.0,73.0,6711512.0,112.0,6142489.0,450.0,18159388.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,0.0,13.0,71.0,-16.0,-8.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,17.59,25.484127,16.246032,32.769841,0.0,,7.325397,32.893032
2022-05-21,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1986.0,1.0,23870.0,4124875.0,10857.0,51144709.0,4.0,6711516.0,7.0,6142496.0,42.0,18159430.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-15.0,3.0,18.0,-26.0,-6.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,14.81,26.674603,20.214286,35.214286,0.0,,8.952381,33.723221
2022-05-22,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2237.0,1.0,29112.0,4127112.0,10858.0,51173821.0,87.0,6711603.0,188.0,6142684.0,916.0,18160346.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-6.0,13.0,24.0,-14.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,14.81,22.142857,18.349206,26.801587,0.0,,10.650794,49.131523
2022-05-23,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,1930.0,1.0,25237.0,4129042.0,10859.0,51199058.0,64.0,6711667.0,120.0,6142804.0,681.0,18161027.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-5.0,13.0,16.0,-15.0,-7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,14.81,21.150794,16.119048,26.690476,0.0,,10.531746,52.282582
2022-05-24,IL,ChIJi8mnMiRJABURuiw1EyBCa2o,Q801,country/ISR,IL,Israel,IL,ISR,0,2149.0,2.0,24602.0,4131191.0,10861.0,51223660.0,43.0,6711710.0,119.0,6142923.0,710.0,18161737.0,8655541,4308117,4347424,678907,8374393,4096963,5237807,399.979,0.903,1671096,1405063,1196975,1122245,1040177,795496,703643,459660,261186,395098666121,43641,0.763,1473946,31.0,35.0,22070,15621,6399,82.802439,25.2,9.7,3.0,70.873,39.638,15.4,9.6,5.7002,4.6249,3144.626221,699.707214,-3.0,12.0,20.0,-14.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,2.0,2.0,2.0,,0.0,2.0,5.0,14.81,21.759259,14.333333,28.648148,0.0,,9.777778,47.680303
